Accession,Organism_Name,Species,Genotype,Isolate,Length,Nuc_Completeness,Geo_Location,Country,Host,Tissue_Specimen_Source,Submitters,Collection_Date,Release_Date,Molecule_type
PQ621345,dengue virus type 2,Orthoflavivirus denguei,2,B17/DENV-2,150,partial,Bangladesh: Cumilla,Bangladesh,Homo sapiens,blood,"Akter,L., Rakib,T.M., Rana,E.A., Alam,M., Khalil,I., Kabir,A.A., Biswas,R.S., Matsumoto,Y., Chowdhury,S., Kohara,K.-T.",2023-07,2025-01-07,ssRNA(+)
PQ621346,dengue virus type 2,Orthoflavivirus denguei,2,B16/DENV-2,150,partial,Bangladesh: Cumilla,Bangladesh,Homo sapiens,blood,"Akter,L., Rakib,T.M., Rana,E.A., Alam,M., Khalil,I., Kabir,A.A., Biswas,R.S., Matsumoto,Y., Chowdhury,S., Kohara,K.-T.",2023-07,2025-01-07,ssRNA(+)
PQ621347,dengue virus type 2,Orthoflavivirus denguei,2,B15/DENV-2,150,partial,Bangladesh: Cumilla,Bangladesh,Homo sapiens,blood,"Akter,L., Rakib,T.M., Rana,E.A., Alam,M., Khalil,I., Kabir,A.A., Biswas,R.S., Matsumoto,Y., Chowdhury,S., Kohara,K.-T.",2023-07,2025-01-07,ssRNA(+)
PQ621348,dengue virus type 2,Orthoflavivirus denguei,2,B12/DENV-2,150,partial,Bangladesh: Cumilla,Bangladesh,Homo sapiens,blood,"Akter,L., Rakib,T.M., Rana,E.A., Alam,M., Khalil,I., Kabir,A.A., Biswas,R.S., Matsumoto,Y., Chowdhury,S., Kohara,K.-T.",2023-07,2025-01-07,ssRNA(+)
PQ621349,dengue virus type 2,Orthoflavivirus denguei,2,B11/DENV-2,150,partial,Bangladesh: Cumilla,Bangladesh,Homo sapiens,blood,"Akter,L., Rakib,T.M., Rana,E.A., Alam,M., Khalil,I., Kabir,A.A., Biswas,R.S., Matsumoto,Y., Chowdhury,S., Kohara,K.-T.",2023-07,2025-01-07,ssRNA(+)
PQ621350,dengue virus type 2,Orthoflavivirus denguei,2,B9/DENV-2,150,partial,Bangladesh: Cumilla,Bangladesh,Homo sapiens,blood,"Akter,L., Rakib,T.M., Rana,E.A., Alam,M., Khalil,I., Kabir,A.A., Biswas,R.S., Matsumoto,Y., Chowdhury,S., Kohara,K.-T.",2023-07,2025-01-07,ssRNA(+)
PQ621351,dengue virus type 2,Orthoflavivirus denguei,2,B5/DENV-2,150,partial,Bangladesh: Cumilla,Bangladesh,Homo sapiens,blood,"Akter,L., Rakib,T.M., Rana,E.A., Alam,M., Khalil,I., Kabir,A.A., Biswas,R.S., Matsumoto,Y., Chowdhury,S., Kohara,K.-T.",2023-07,2025-01-07,ssRNA(+)
PQ621352,dengue virus type 2,Orthoflavivirus denguei,2,B3/DENV-2,150,partial,Bangladesh: Cumilla,Bangladesh,Homo sapiens,blood,"Akter,L., Rakib,T.M., Rana,E.A., Alam,M., Khalil,I., Kabir,A.A., Biswas,R.S., Matsumoto,Y., Chowdhury,S., Kohara,K.-T.",2023-07,2025-01-07,ssRNA(+)
PQ621353,dengue virus type 2,Orthoflavivirus denguei,2,B2/DENV-2,150,partial,Bangladesh: Cumilla,Bangladesh,Homo sapiens,blood,"Akter,L., Rakib,T.M., Rana,E.A., Alam,M., Khalil,I., Kabir,A.A., Biswas,R.S., Matsumoto,Y., Chowdhury,S., Kohara,K.-T.",2023-07,2025-01-07,ssRNA(+)
PQ815901,dengue virus type 3,Orthoflavivirus denguei,3,NRICh-DS039,10678,partial,Bangladesh: Chattogram,Bangladesh,Homo sapiens,blood,"Hossain,M.M., Rob,M.A., Satttar,M., Faisal,A., Chowdhury,M.N., Maruf-Ul-Quader,M., Mehedi,H.H., Hossain,M., Mannan,A.",2023-09-29,2025-01-04,ssRNA(+)
PQ657766,dengue virus type 2,Orthoflavivirus denguei,2,hDenV2/Bangladesh/NRICh-DS028/2023,10723,complete,Bangladesh: Chattogram,Bangladesh,Homo sapiens,blood,"Mannan,A., Rob,M.A., Satter,M., Faisal,A., Chowdhury,M.N., Maruf-ul-qader,M., Mehedi,H.H., Hossain,M., Hossain,M.M., Rahman,M.",2023-09,2024-12-04,ssRNA(+)
PP711274,dengue virus type 3,Orthoflavivirus denguei,3,Dengue virus type 3 Homo sapiens/Bangladesh-UF-1/2019,10707,complete,Bangladesh,Bangladesh,Homo sapiens,blood,"Stephenson,C.J., Nelson,E.J., Lednicky,J.A.",2019-08-13,2024-04-28,ssRNA(+)
PP704400,dengue virus type 2,Orthoflavivirus denguei,2,MMC-RB-98,510,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Aung,M.S., Kobayashi,N.",2023-10-31,2024-04-27,ssRNA(+)
PP704401,dengue virus type 2,Orthoflavivirus denguei,2,MMC-RB-239,510,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Aung,M.S., Kobayashi,N.",2023-09-30,2024-04-27,ssRNA(+)
PP704402,dengue virus type 2,Orthoflavivirus denguei,2,MMC-RB-215,510,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Aung,M.S., Kobayashi,N.",2024-01-31,2024-04-27,ssRNA(+)
PP704403,dengue virus type 2,Orthoflavivirus denguei,2,MMC-RB-164,510,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Aung,M.S., Kobayashi,N.",2023-10-31,2024-04-27,ssRNA(+)
PP704404,dengue virus type 2,Orthoflavivirus denguei,2,MMC-RB-122,510,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Aung,M.S., Kobayashi,N.",2023-11-30,2024-04-27,ssRNA(+)
PP704405,dengue virus type 2,Orthoflavivirus denguei,2,MMC-RB-66,510,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Aung,M.S., Kobayashi,N.",2023-09-30,2024-04-27,ssRNA(+)
PP704406,dengue virus type 2,Orthoflavivirus denguei,2,MMC-RB-60,510,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Aung,M.S., Kobayashi,N.",2023-12-31,2024-04-27,ssRNA(+)
PP704407,dengue virus type 2,Orthoflavivirus denguei,2,MMC-RB-7,510,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Aung,M.S., Kobayashi,N.",2023-09-30,2024-04-27,ssRNA(+)
PP704408,dengue virus type 2,Orthoflavivirus denguei,2,MMC-RB-170,510,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Aung,M.S., Kobayashi,N.",2023-11-30,2024-04-27,ssRNA(+)
PP704409,dengue virus type 2,Orthoflavivirus denguei,2,MMC-RB-226,510,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Aung,M.S., Kobayashi,N.",2023-11-30,2024-04-27,ssRNA(+)
PP697462,dengue virus type 2,Orthoflavivirus denguei,2,MMC-RB-49,510,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Aung,M.S., Kobayashi,N.",2024-01-31,2024-04-24,ssRNA(+)
PP697463,dengue virus type 2,Orthoflavivirus denguei,2,MMC-RB-135,510,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Aung,M.S., Kobayashi,N.",2023-09-30,2024-04-24,ssRNA(+)
PP697464,dengue virus type 2,Orthoflavivirus denguei,2,MMC-RB-154,510,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Aung,M.S., Kobayashi,N.",2023-09-30,2024-04-24,ssRNA(+)
PP697465,dengue virus type 2,Orthoflavivirus denguei,2,MMC-RB-162,510,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Aung,M.S., Kobayashi,N.",2023-10-31,2024-04-24,ssRNA(+)
PP697466,dengue virus type 2,Orthoflavivirus denguei,2,MMC-RB-177,510,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Aung,M.S., Kobayashi,N.",2024-01-31,2024-04-24,ssRNA(+)
PP697467,dengue virus type 2,Orthoflavivirus denguei,2,MMC-RB-241,510,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Aung,M.S., Kobayashi,N.",2023-12-31,2024-04-24,ssRNA(+)
PP697468,dengue virus type 2,Orthoflavivirus denguei,2,MMC-RB-282,510,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Aung,M.S., Kobayashi,N.",2023-11-30,2024-04-24,ssRNA(+)
PP697469,dengue virus type 2,Orthoflavivirus denguei,2,MMC-RB-7,684,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Aung,M.S., Kobayashi,N.",2023-09-30,2024-04-24,ssRNA(+)
PP697470,dengue virus type 2,Orthoflavivirus denguei,2,MMC-RB-60,1812,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Aung,M.S., Kobayashi,N.",2023-12-31,2024-04-24,ssRNA(+)
PP697471,dengue virus type 2,Orthoflavivirus denguei,2,MMC-RB-86,1812,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Aung,M.S., Kobayashi,N.",2023-11-30,2024-04-24,ssRNA(+)
PP325839,dengue virus type 2,Orthoflavivirus denguei,2,mi0012,7472,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Nasif,M.A.O., Rahman,S., Khan,M.H., Habib,T., Hossain,A., Karmakar,L., Sultana,S., Alam,A.N., Qadri,F., Shirin,T.",2023-11-18,2024-02-16,ssRNA(+)
PP309840,dengue virus type 2,Orthoflavivirus denguei,2,mi0001,7472,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Nasif,M.A.O., Rahman,S., Khan,M.H., Habib,T., Hossain,A., Karmakar,L., Sultana,S., Alam,A.N., Qadri,F., Shirin,T.",2023-08-20,2024-02-13,ssRNA(+)
PP309841,dengue virus type 2,Orthoflavivirus denguei,2,mi0002,7472,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Nasif,M.A.O., Rahman,S., Khan,M.H., Habib,T., Hossain,A., Karmakar,L., Sultana,S., Alam,A.N., Qadri,F., Shirin,T.",2023-08-05,2024-02-13,ssRNA(+)
PP309842,dengue virus type 2,Orthoflavivirus denguei,2,mi0003,7472,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Nasif,M.A.O., Rahman,S., Khan,M.H., Habib,T., Hossain,A., Karmakar,L., Sultana,S., Alam,A.N., Qadri,F., Shirin,T.",2023-07-12,2024-02-13,ssRNA(+)
PP309843,dengue virus type 2,Orthoflavivirus denguei,2,mi0004,7472,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Nasif,M.A.O., Rahman,S., Khan,M.H., Habib,T., Hossain,A., Karmakar,L., Sultana,S., Alam,A.N., Qadri,F., Shirin,T.",2023-09-01,2024-02-13,ssRNA(+)
PP309844,dengue virus type 2,Orthoflavivirus denguei,2,mi0005,7472,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Nasif,M.A.O., Rahman,S., Khan,M.H., Habib,T., Hossain,A., Karmakar,L., Sultana,S., Alam,A.N., Qadri,F., Shirin,T.",2023-09-02,2024-02-13,ssRNA(+)
PP309845,dengue virus type 2,Orthoflavivirus denguei,2,mi0006,7472,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Nasif,M.A.O., Rahman,S., Khan,M.H., Habib,T., Hossain,A., Karmakar,L., Sultana,S., Alam,A.N., Qadri,F., Shirin,T.",2023-09-09,2024-02-13,ssRNA(+)
PP309846,dengue virus type 2,Orthoflavivirus denguei,2,mi0007,7472,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Nasif,M.A.O., Rahman,S., Khan,M.H., Habib,T., Hossain,A., Karmakar,L., Sultana,S., Alam,A.N., Qadri,F., Shirin,T.",2023-07-22,2024-02-13,ssRNA(+)
PP309847,dengue virus type 2,Orthoflavivirus denguei,2,mi0008,7472,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Nasif,M.A.O., Rahman,S., Khan,M.H., Habib,T., Hossain,A., Karmakar,L., Sultana,S., Alam,A.N., Qadri,F., Shirin,T.",2023-09-16,2024-02-13,ssRNA(+)
PP309848,dengue virus type 2,Orthoflavivirus denguei,2,mi0009,7472,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Nasif,M.A.O., Rahman,S., Khan,M.H., Habib,T., Hossain,A., Karmakar,L., Sultana,S., Alam,A.N., Qadri,F., Shirin,T.",2023-09-22,2024-02-13,ssRNA(+)
PP309849,dengue virus type 2,Orthoflavivirus denguei,2,mi0010,7472,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Nasif,M.A.O., Rahman,S., Khan,M.H., Habib,T., Hossain,A., Karmakar,L., Sultana,S., Alam,A.N., Qadri,F., Shirin,T.",2023-08-21,2024-02-13,ssRNA(+)
PP309850,dengue virus type 2,Orthoflavivirus denguei,2,mi0011,7472,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Nasif,M.A.O., Rahman,S., Khan,M.H., Habib,T., Hossain,A., Karmakar,L., Sultana,S., Alam,A.N., Qadri,F., Shirin,T.",2023-11-16,2024-02-13,ssRNA(+)
PP292002,dengue virus type 2,Orthoflavivirus denguei,2,IEDCR-mi001,8496,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Nasif,M.A.O., Rahman,S., Khan,M.H., Habib,T., Sultana,S., Alam,A.N., Hossain,A., Karmakar,L., Qadri,F., Shirin,T.",2023-08-20,2024-02-12,ssRNA(+)
OR965455,dengue virus type 3,Orthoflavivirus denguei,3,BSMMU 13,449,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Khatun,T.",2022-06-22,2023-12-20,ssRNA(+)
OR965456,dengue virus type 3,Orthoflavivirus denguei,3,BSMMU 42,434,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Khatun,T.",2022-08-28,2023-12-20,ssRNA(+)
OR965457,dengue virus type 3,Orthoflavivirus denguei,3,BSMMU 53,439,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Khatun,T.",2022-09-05,2023-12-20,ssRNA(+)
OR965458,dengue virus type 3,Orthoflavivirus denguei,3,BSMMU 84,436,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Khatun,T.",2022-09-15,2023-12-20,ssRNA(+)
OR973572,dengue virus type 3,Orthoflavivirus denguei,3,BSMMU 91,444,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Khatun,T.",2022-09-17,2023-12-20,ssRNA(+)
OR973573,dengue virus type 3,Orthoflavivirus denguei,3,BSMMU 159,435,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Khatun,T.",2022-11-24,2023-12-20,ssRNA(+)
OR974906,dengue virus type 3,Orthoflavivirus denguei,3,BSMMU 158,436,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Khatun,T.",2022-11-24,2023-12-20,ssRNA(+)
OR923387,dengue virus type 2,Orthoflavivirus denguei,2,BSMMU 16,443,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Khatun,T.",2022-08-02,2023-12-16,ssRNA(+)
OR923388,dengue virus type 2,Orthoflavivirus denguei,2,BSMMU 154,450,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Khatun,T.",2022-11-23,2023-12-16,ssRNA(+)
OR915560,dengue virus type 3,Orthoflavivirus denguei,3,BSMMU 82,383,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Khatun,T.",2022-09-15,2023-12-13,ssRNA(+)
OR915561,dengue virus type 3,Orthoflavivirus denguei,3,BSMMU 88,444,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Khatun,T.",2022-09-17,2023-12-13,ssRNA(+)
OR915562,dengue virus type 3,Orthoflavivirus denguei,3,BSMMU 96,444,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Khatun,T.",2022-09-20,2023-12-13,ssRNA(+)
OR915563,dengue virus type 3,Orthoflavivirus denguei,3,BSMMU 103,432,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Khatun,T.",2022-09-24,2023-12-13,ssRNA(+)
OR915564,dengue virus type 3,Orthoflavivirus denguei,3,BSMMU 105,396,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Khatun,T.",2022-09-25,2023-12-13,ssRNA(+)
OR915565,dengue virus type 3,Orthoflavivirus denguei,3,BSMMU 99,444,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Khatun,T.",2022-09-21,2023-12-13,ssRNA(+)
OR915566,dengue virus type 3,Orthoflavivirus denguei,3,BSMMU 111,432,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Khatun,T.",2022-09-27,2023-12-13,ssRNA(+)
OR915567,dengue virus type 3,Orthoflavivirus denguei,3,BSMMU 110,432,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Khatun,T.",2022-09-27,2023-12-13,ssRNA(+)
OR915568,dengue virus type 3,Orthoflavivirus denguei,3,BSMMU 121,427,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Khatun,T.",2022-10-16,2023-12-13,ssRNA(+)
OR915569,dengue virus type 3,Orthoflavivirus denguei,3,BSMMU 120,444,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Khatun,T.",2022-10-11,2023-12-13,ssRNA(+)
OR915570,dengue virus type 3,Orthoflavivirus denguei,3,BSMMU 126,441,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Khatun,T.",2022-10-21,2023-12-13,ssRNA(+)
OR915571,dengue virus type 3,Orthoflavivirus denguei,3,BSMMU 139,443,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Khatun,T.",2022-11-22,2023-12-13,ssRNA(+)
OR915572,dengue virus type 3,Orthoflavivirus denguei,3,BSMMU 128,459,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Khatun,T.",2022-10-26,2023-12-13,ssRNA(+)
OR915573,dengue virus type 3,Orthoflavivirus denguei,3,BSMMU 137,440,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Khatun,T.",2022-11-22,2023-12-13,ssRNA(+)
OR918852,dengue virus type 3,Orthoflavivirus denguei,3,BSMMU 153,429,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Khatun,T.",2022-11-23,2023-12-13,ssRNA(+)
OR918853,dengue virus type 3,Orthoflavivirus denguei,3,BSMMU 157,441,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Khatun,T.",2022-11-24,2023-12-13,ssRNA(+)
OR918854,dengue virus type 3,Orthoflavivirus denguei,3,BSMMU 159,441,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Khatun,T.",2022-11-24,2023-12-13,ssRNA(+)
OR918855,dengue virus type 3,Orthoflavivirus denguei,3,BSMMU 162,464,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Khatun,T.",2022-11-28,2023-12-13,ssRNA(+)
OR918856,dengue virus type 3,Orthoflavivirus denguei,3,BSMMU 161,426,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Khatun,T.",2022-11-27,2023-12-13,ssRNA(+)
OR906021,dengue virus type 3,Orthoflavivirus denguei,3,BSMMU 48,441,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Khatun,T.",2022-08-31,2023-12-11,ssRNA(+)
OR899326,dengue virus type 3,Orthoflavivirus denguei,3,BSMMU 26,459,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Khatun,T.",2022-08-06,2023-12-10,ssRNA(+)
OR899327,dengue virus type 3,Orthoflavivirus denguei,3,BSMMU 31,456,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Khatun,T.",2022-08-11,2023-12-10,ssRNA(+)
OR899328,dengue virus type 3,Orthoflavivirus denguei,3,BSMMU 38,434,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Khatun,T.",2022-08-28,2023-12-10,ssRNA(+)
OR899329,dengue virus type 3,Orthoflavivirus denguei,3,BSMMU 40,435,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Khatun,T.",2022-08-28,2023-12-10,ssRNA(+)
OR899330,dengue virus type 3,Orthoflavivirus denguei,3,BSMMU 43,353,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Khatun,T.",2022-08-30,2023-12-10,ssRNA(+)
OR902753,dengue virus type 3,Orthoflavivirus denguei,3,BSMMU 46,427,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Khatun,T.",2022-08-30,2023-12-10,ssRNA(+)
OR896549,dengue virus type 3,Orthoflavivirus denguei,3,BSMMU 18,372,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Khatun,T.",2022-08-02,2023-12-09,ssRNA(+)
OR880497,dengue virus type 3,Orthoflavivirus denguei,3,BSMMU 9,439,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Khatun,T.",2022-06-21,2023-12-05,ssRNA(+)
OR872331,dengue virus type 3,Orthoflavivirus denguei,3,BSMMU 8,435,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Khatun,T.",2022-06-21,2023-12-03,ssRNA(+)
OR857859,dengue virus type 3,Orthoflavivirus denguei,3,BSMMU 4,459,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Khatun,T.",2022-07-14,2023-12-02,ssRNA(+)
OR726315,dengue virus type 3,Orthoflavivirus denguei,3,cD1A,352,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Chowdhury,F.R., Ayub,M.I., Parvez,N., Rahman,M.",2023-08-05,2023-10-30,ssRNA(+)
OR726316,dengue virus type 3,Orthoflavivirus denguei,3,cD2A,353,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Chowdhury,F.R., Ayub,M.I., Parvez,N., Rahman,M.",2023-08-12,2023-10-30,ssRNA(+)
OR726317,dengue virus type 3,Orthoflavivirus denguei,3,cD3A,260,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Chowdhury,F.R., Ayub,M.I., Parvez,N., Rahman,M.",2023-09-02,2023-10-30,ssRNA(+)
OR726318,dengue virus type 3,Orthoflavivirus denguei,3,cD17A,341,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Chowdhury,F.R., Ayub,M.I., Parvez,N., Rahman,M.",2023-09-18,2023-10-30,ssRNA(+)
OR726319,dengue virus type 2,Orthoflavivirus denguei,2,cD14A,390,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Chowdhury,F.R., Ayub,M.I., Parvez,N., Rahman,M.",2023-10-08,2023-10-30,ssRNA(+)
OQ826841,dengue virus type 1,Orthoflavivirus denguei,1,D1-18-01,1485,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Rahim,R., Hasan,A., Phadungsombat,J., Hasan,N., Ara,N., Biswas,S.M., Nakayama,E.E., Rahman,M., Shioda,T., Nakayama,E.",2018,2023-06-12,ssRNA(+)
OQ826842,dengue virus type 1,Orthoflavivirus denguei,1,D1-18-02,1485,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Rahim,R., Hasan,A., Phadungsombat,J., Hasan,N., Ara,N., Biswas,S.M., Nakayama,E.E., Rahman,M., Shioda,T., Nakayama,E.",2018,2023-06-12,ssRNA(+)
OQ826843,dengue virus type 1,Orthoflavivirus denguei,1,D1-18-03,1485,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Rahim,R., Hasan,A., Phadungsombat,J., Hasan,N., Ara,N., Biswas,S.M., Nakayama,E.E., Rahman,M., Shioda,T., Nakayama,E.",2018,2023-06-12,ssRNA(+)
OQ826844,dengue virus type 1,Orthoflavivirus denguei,1,D1-18-04,1485,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Rahim,R., Hasan,A., Phadungsombat,J., Hasan,N., Ara,N., Biswas,S.M., Nakayama,E.E., Rahman,M., Shioda,T., Nakayama,E.",2018,2023-06-12,ssRNA(+)
OQ826845,dengue virus type 1,Orthoflavivirus denguei,1,D1-18-05,1485,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Rahim,R., Hasan,A., Phadungsombat,J., Hasan,N., Ara,N., Biswas,S.M., Nakayama,E.E., Rahman,M., Shioda,T., Nakayama,E.",2018,2023-06-12,ssRNA(+)
OQ826846,dengue virus type 1,Orthoflavivirus denguei,1,D1-19-06,1485,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Rahim,R., Hasan,A., Phadungsombat,J., Hasan,N., Ara,N., Biswas,S.M., Nakayama,E.E., Rahman,M., Shioda,T., Nakayama,E.",2019,2023-06-12,ssRNA(+)
OQ826847,dengue virus type 1,Orthoflavivirus denguei,1,D1-19-07,1485,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Rahim,R., Hasan,A., Phadungsombat,J., Hasan,N., Ara,N., Biswas,S.M., Nakayama,E.E., Rahman,M., Shioda,T., Nakayama,E.",2019,2023-06-12,ssRNA(+)
OQ826848,dengue virus type 1,Orthoflavivirus denguei,1,D1-19-08,1485,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Rahim,R., Hasan,A., Phadungsombat,J., Hasan,N., Ara,N., Biswas,S.M., Nakayama,E.E., Rahman,M., Shioda,T., Nakayama,E.",2019,2023-06-12,ssRNA(+)
OQ826849,dengue virus type 1,Orthoflavivirus denguei,1,D1-19-09,1485,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Rahim,R., Hasan,A., Phadungsombat,J., Hasan,N., Ara,N., Biswas,S.M., Nakayama,E.E., Rahman,M., Shioda,T., Nakayama,E.",2019,2023-06-12,ssRNA(+)
OQ826850,dengue virus type 2,Orthoflavivirus denguei,2,D2-18-01,1485,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Rahim,R., Hasan,A., Phadungsombat,J., Hasan,N., Ara,N., Biswas,S.M., Nakayama,E.E., Rahman,M., Shioda,T., Nakayama,E.",2018,2023-06-12,ssRNA(+)
OQ826851,dengue virus type 2,Orthoflavivirus denguei,2,D2-18-02,1485,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Rahim,R., Hasan,A., Phadungsombat,J., Hasan,N., Ara,N., Biswas,S.M., Nakayama,E.E., Rahman,M., Shioda,T., Nakayama,E.",2018,2023-06-12,ssRNA(+)
OQ826852,dengue virus type 2,Orthoflavivirus denguei,2,D2-18-03,1485,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Rahim,R., Hasan,A., Phadungsombat,J., Hasan,N., Ara,N., Biswas,S.M., Nakayama,E.E., Rahman,M., Shioda,T., Nakayama,E.",2018,2023-06-12,ssRNA(+)
OQ826853,dengue virus type 2,Orthoflavivirus denguei,2,D2-18-04,1485,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Rahim,R., Hasan,A., Phadungsombat,J., Hasan,N., Ara,N., Biswas,S.M., Nakayama,E.E., Rahman,M., Shioda,T., Nakayama,E.",2018,2023-06-12,ssRNA(+)
OQ826854,dengue virus type 2,Orthoflavivirus denguei,2,D2-18-05,1485,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Rahim,R., Hasan,A., Phadungsombat,J., Hasan,N., Ara,N., Biswas,S.M., Nakayama,E.E., Rahman,M., Shioda,T., Nakayama,E.",2018,2023-06-12,ssRNA(+)
OQ826855,dengue virus type 2,Orthoflavivirus denguei,2,D2-18-06,1485,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Rahim,R., Hasan,A., Phadungsombat,J., Hasan,N., Ara,N., Biswas,S.M., Nakayama,E.E., Rahman,M., Shioda,T., Nakayama,E.",2018,2023-06-12,ssRNA(+)
OQ826856,dengue virus type 2,Orthoflavivirus denguei,2,D2-18-07,1485,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Rahim,R., Hasan,A., Phadungsombat,J., Hasan,N., Ara,N., Biswas,S.M., Nakayama,E.E., Rahman,M., Shioda,T., Nakayama,E.",2018,2023-06-12,ssRNA(+)
OQ826857,dengue virus type 2,Orthoflavivirus denguei,2,D2-18-08,1485,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Rahim,R., Hasan,A., Phadungsombat,J., Hasan,N., Ara,N., Biswas,S.M., Nakayama,E.E., Rahman,M., Shioda,T., Nakayama,E.",2018,2023-06-12,ssRNA(+)
